PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG,TIME_REMAINING_SEC,EXPECTED_FG
De'Anthony Melton,Golden State Warriors,1,3,38,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,10,2,1,218,0.6119864522739084
Danny Wolf,Brooklyn Nets,1,3,26,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,0,0,206,0.6116681722614986
Brandin Podziemski,Golden State Warriors,1,3,12,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),14,-64,130,1,192,0.4628942078237817
Cam Thomas,Brooklyn Nets,1,2,49,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),19,-33,190,0,169,0.4049928237988421
Brandin Podziemski,Golden State Warriors,1,2,16,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,-21,107,0,136,0.5063217368686623
Cam Thomas,Brooklyn Nets,1,1,53,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-23,45,1,113,0.5636342560967729
Cam Thomas,Brooklyn Nets,1,1,23,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,23,24,0,83,0.5854107792272779
Jimmy Butler III,Golden State Warriors,1,1,15,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,6,60,1,75,0.5507845089451124
Drake Powell,Brooklyn Nets,1,0,55,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,183,171,0,55,0.3413709033433634
Danny Wolf,Brooklyn Nets,1,0,31,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,2,41,0,31,0.5720311804609659
Gui Santos,Golden State Warriors,1,0,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-206,151,0,7,0.3400897654046746
Day'Ron Sharpe,Brooklyn Nets,1,0,0,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),35,162,316,0,0,0.24290293893901227
Buddy Hield,Golden State Warriors,2,11,45,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,7,20,1,705,0.612605869297869
Nolan Traore,Brooklyn Nets,2,11,23,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,15,5,0,683,0.6231085369749331
Nolan Traore,Brooklyn Nets,2,10,51,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,28,82,0,651,0.5433043147727143
Buddy Hield,Golden State Warriors,2,10,43,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,188,167,0,643,0.35612998161760195
Nolan Traore,Brooklyn Nets,2,10,31,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24,-7,241,1,631,0.3616135643227899
Draymond Green,Golden State Warriors,2,10,24,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,7,1,624,0.6211575318135261
Cam Thomas,Brooklyn Nets,2,9,58,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),21,13,218,1,598,0.39281043228425355
Stephen Curry,Golden State Warriors,2,9,46,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),28,-12,280,1,586,0.31886858157945364
Day'Ron Sharpe,Brooklyn Nets,2,9,35,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,12,252,0,575,0.3493174749066539
Stephen Curry,Golden State Warriors,2,9,21,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),28,-88,273,0,561,0.3183273091800818
Cam Thomas,Brooklyn Nets,2,9,7,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-87,229,1,547,0.3594831529319224
Gary Payton II,Golden State Warriors,2,8,51,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,16,10,1,531,0.6180966247753545
Stephen Curry,Golden State Warriors,2,8,17,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,-13,264,1,497,0.3364196726433905
Nic Claxton,Brooklyn Nets,2,7,59,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-7,9,1,479,0.6164658303416659
Draymond Green,Golden State Warriors,2,7,47,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,6,0,467,0.6162345620940691
Noah Clowney,Brooklyn Nets,2,7,41,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,225,103,0,461,0.364087858717156
Noah Clowney,Brooklyn Nets,2,7,17,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,56,41,0,437,0.5603656570977272
Noah Clowney,Brooklyn Nets,2,7,3,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,51,19,1,423,0.5719070585997563
Trayce Jackson-Davis,Golden State Warriors,2,6,43,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,18,1,403,0.6136015092736157
Michael Porter Jr.,Brooklyn Nets,2,6,23,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,5,8,1,383,0.6238995460302117
Buddy Hield,Golden State Warriors,2,6,1,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,8,1,361,0.612856233892248
Michael Porter Jr.,Brooklyn Nets,2,5,46,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24,-64,240,1,346,0.3528514643365592
Pat Spencer,Golden State Warriors,2,5,31,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-6,75,1,331,0.543980278432293
Michael Porter Jr.,Brooklyn Nets,2,5,13,Turnaround Bank shot,2PT Field Goal,Mid-Range,Right Side(R),12,94,82,1,313,0.4884048443496743
Will Richard,Golden State Warriors,2,5,4,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,241,0,0,304,0.3646544689701806
Brandin Podziemski,Golden State Warriors,2,4,24,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,16,8,1,264,0.6098043466994931
Egor Dëmin,Brooklyn Nets,2,4,8,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-50,24,0,248,0.5656917552072442
Pat Spencer,Golden State Warriors,2,3,47,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,26,11,1,227,0.5979777982802651
Egor Dëmin,Brooklyn Nets,2,3,13,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-72,241,1,193,0.3382515521119394
Trayce Jackson-Davis,Golden State Warriors,2,2,59,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-1,2,1,179,0.6178296528639435
Brandin Podziemski,Golden State Warriors,2,2,28,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-141,230,0,148,0.3275616788009618
Trayce Jackson-Davis,Golden State Warriors,2,2,13,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-2,10,1,133,0.6055100602636371
Noah Clowney,Brooklyn Nets,2,1,56,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,229,30,0,116,0.367474564855963
De'Anthony Melton,Golden State Warriors,2,1,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,96,238,0,99,0.33598312720859835
Nic Claxton,Brooklyn Nets,2,0,58,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-32,0,0,58,0.5823818204419594
Jimmy Butler III,Golden State Warriors,2,0,52,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-20,16,0,52,0.5920014598843979
Pat Spencer,Golden State Warriors,2,0,47,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,1,13,0,47,0.6026261483298802
Jimmy Butler III,Golden State Warriors,2,0,33,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),14,-112,90,0,33,0.4562901798505407
Egor Dëmin,Brooklyn Nets,2,0,24,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,-4,263,0,24,0.3226206526948907
Jimmy Butler III,Golden State Warriors,2,0,0,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),15,103,115,0,0,0.443461788310441
Moses Moody,Golden State Warriors,3,11,45,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,140,224,0,705,0.34181940658688875
Terance Mann,Brooklyn Nets,3,11,34,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-232,33,0,694,0.38094117383988524
Jimmy Butler III,Golden State Warriors,3,11,24,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-18,0,1,684,0.6200351761603462
Michael Porter Jr.,Brooklyn Nets,3,10,58,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,67,252,1,658,0.33884648708579546
Brandin Podziemski,Golden State Warriors,3,10,5,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-234,-17,0,605,0.38079841297666756
Terance Mann,Brooklyn Nets,3,9,50,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,234,-3,0,590,0.3806723825346569
Draymond Green,Golden State Warriors,3,9,28,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,-23,0,568,0.379967793384638
Moses Moody,Golden State Warriors,3,9,26,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,20,8,0,566,0.6055527298419632
Nic Claxton,Brooklyn Nets,3,9,4,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),10,82,71,1,544,0.5151302765580281
Nic Claxton,Brooklyn Nets,3,8,38,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,10,34,1,518,0.5920368423523814
Stephen Curry,Golden State Warriors,3,8,6,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,49,257,0,486,0.33346242046486807
Egor Dëmin,Brooklyn Nets,3,7,51,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,162,202,0,471,0.34589334455120907
Egor Dëmin,Brooklyn Nets,3,7,47,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-12,256,0,467,0.3426503740913377
Michael Porter Jr.,Brooklyn Nets,3,7,43,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-146,212,1,463,0.34446163678256364
Moses Moody,Golden State Warriors,3,7,31,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,-20,0,451,0.3761582506490295
Stephen Curry,Golden State Warriors,3,7,4,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),23,-136,197,1,424,0.3641796452029789
Michael Porter Jr.,Brooklyn Nets,3,6,30,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,15,268,0,390,0.33001627181656706
Stephen Curry,Golden State Warriors,3,6,16,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-6,29,1,376,0.5983196917802008
Cam Thomas,Brooklyn Nets,3,6,0,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,25,4,1,360,0.5992312545934525
Cam Thomas,Brooklyn Nets,3,5,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-173,202,0,331,0.33115387152035536
Stephen Curry,Golden State Warriors,3,5,13,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-83,231,1,313,0.34908323602936225
Cam Thomas,Brooklyn Nets,3,5,0,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,23,10,1,300,0.5969885551590591
Gary Payton II,Golden State Warriors,3,4,42,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-6,48,1,282,0.5729290529633401
Michael Porter Jr.,Brooklyn Nets,3,4,27,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-34,52,0,267,0.5505102223637389
Michael Porter Jr.,Brooklyn Nets,3,4,24,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,6,0,264,0.60651028969209
Michael Porter Jr.,Brooklyn Nets,3,4,10,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,-1,1,250,0.6064466292711304
Trayce Jackson-Davis,Golden State Warriors,3,3,56,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-25,1,0,236,0.5953164869536922
Egor Dëmin,Brooklyn Nets,3,3,46,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,202,151,1,226,0.341231191915035
Cam Thomas,Brooklyn Nets,3,3,22,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),18,69,172,0,202,0.4111249889649651
De'Anthony Melton,Golden State Warriors,3,3,13,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,31,45,1,193,0.5594867312547224
Day'Ron Sharpe,Brooklyn Nets,3,2,55,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,16,17,1,175,0.5925947642736906
Jimmy Butler III,Golden State Warriors,3,2,19,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,7,9,1,139,0.6024274675420509
Nolan Traore,Brooklyn Nets,3,2,5,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-134,237,1,125,0.3139441244505204
Jimmy Butler III,Golden State Warriors,3,1,32,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,7,79,1,92,0.5324267881451576
Cam Thomas,Brooklyn Nets,3,1,10,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,26,17,0,70,0.5785703962604427
Jimmy Butler III,Golden State Warriors,3,0,34,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),13,92,94,1,34,0.4640405706806573
Cam Thomas,Brooklyn Nets,3,0,27,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,13,254,0,27,0.3297739483010199
Pat Spencer,Golden State Warriors,3,0,2,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-39,75,0,2,0.5185996692652077
Nolan Traore,Brooklyn Nets,4,11,47,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,194,158,1,707,0.3521456143434079
Gui Santos,Golden State Warriors,4,11,28,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-150,215,0,688,0.3379866154478456
Buddy Hield,Golden State Warriors,4,10,57,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,2,3,1,657,0.6261177903526514
Stephen Curry,Golden State Warriors,4,10,28,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,21,255,1,628,0.34443647398093397
Nolan Traore,Brooklyn Nets,4,10,10,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-116,241,0,610,0.3344480326090975
Will Richard,Golden State Warriors,4,9,49,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,157,189,1,589,0.35694499346051
Cam Thomas,Brooklyn Nets,4,9,33,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,-15,92,0,573,0.5221556602563809
Will Richard,Golden State Warriors,4,9,12,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,224,11,0,552,0.38579569538448777
Buddy Hield,Golden State Warriors,4,9,4,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,-2,0,544,0.3758826956777879
Stephen Curry,Golden State Warriors,4,8,56,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-126,210,0,536,0.35361667046583667
Noah Clowney,Brooklyn Nets,4,8,32,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,28,25,0,512,0.588991139649469
Noah Clowney,Brooklyn Nets,4,8,9,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,175,184,1,489,0.34421225706507314
De'Anthony Melton,Golden State Warriors,4,7,49,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,227,15,0,469,0.3829834453285114
Egor Dëmin,Brooklyn Nets,4,7,30,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24,-237,53,1,450,0.3588328815193927
Brandin Podziemski,Golden State Warriors,4,7,6,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,123,218,1,426,0.3404959095070949
Egor Dëmin,Brooklyn Nets,4,6,49,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,92,244,0,409,0.3288388842655256
Nic Claxton,Brooklyn Nets,4,6,26,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-49,8,0,386,0.5749744135742395
Jimmy Butler III,Golden State Warriors,4,6,14,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),12,-100,80,0,374,0.48307033539830757
Terance Mann,Brooklyn Nets,4,6,4,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-196,153,0,364,0.3511707343097706
De'Anthony Melton,Golden State Warriors,4,5,37,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,10,63,1,337,0.5488408940912844
Egor Dëmin,Brooklyn Nets,4,5,18,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,7,259,0,318,0.3349759284260479
Will Richard,Golden State Warriors,4,4,58,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,-62,114,1,298,0.4787398881298436
Trayce Jackson-Davis,Golden State Warriors,4,4,37,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,10,-5,1,277,0.6042203189925102
Stephen Curry,Golden State Warriors,4,4,8,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,39,260,0,248,0.32323978150424226
Egor Dëmin,Brooklyn Nets,4,3,53,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,8,0,233,0.6020697588494153
Nic Claxton,Brooklyn Nets,4,3,50,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,230,0.6129145440572318
Drake Powell,Brooklyn Nets,4,3,25,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-223,127,0,205,0.33773932196637985
Nic Claxton,Brooklyn Nets,4,3,22,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1,202,0.6120325122774462
Will Richard,Golden State Warriors,4,3,3,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,235,61,0,183,0.3513690157137615
Egor Dëmin,Brooklyn Nets,4,2,46,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),20,33,206,0,166,0.3836712272973007
Stephen Curry,Golden State Warriors,4,2,13,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center(C),16,33,157,1,133,0.42762639292995225
Egor Dëmin,Brooklyn Nets,4,1,56,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,98,239,1,116,0.3302202298317484
Egor Dëmin,Brooklyn Nets,4,1,18,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,60,248,0,78,0.3285773030785795
De'Anthony Melton,Golden State Warriors,4,1,15,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-5,-2,1,75,0.6081180284654358
Will Richard,Golden State Warriors,4,1,7,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,9,13,1,67,0.5965615782185218
Michael Porter Jr.,Brooklyn Nets,4,0,33,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,13,0,33,0.5954182374096675
Will Richard,Golden State Warriors,4,0,8,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),21,150,148,1,8,0.37174231940858243
Michael Porter Jr.,Brooklyn Nets,4,0,0,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),17,-2,178,0,0,0.4113928173434842
Nikola Jokić,Denver Nuggets,1,11,38,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24,37,245,0,698,0.36680592078383045
Peyton Watson,Denver Nuggets,1,11,33,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,8,0,693,0.6264853926978045
Jamal Murray,Denver Nuggets,1,11,20,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-178,171,0,680,0.36962378010672536
Bam Adebayo,Miami Heat,1,11,5,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,39,99,1,665,0.5244513049478587
Andrew Wiggins,Miami Heat,1,10,33,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-210,151,0,633,0.35896697865412425
Tim Hardaway Jr.,Denver Nuggets,1,10,22,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,40,164,0,622,0.4535954837216522
Bam Adebayo,Miami Heat,1,10,12,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,5,112,0,612,0.5109078917760456
Andrew Wiggins,Miami Heat,1,9,59,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,1,7,1,599,0.6338995785726046
Jamal Murray,Denver Nuggets,1,9,44,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),13,-72,110,1,584,0.48792719057966594
Bam Adebayo,Miami Heat,1,9,32,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,12,44,1,572,0.5893719332468069
Norman Powell,Miami Heat,1,9,15,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,184,194,1,555,0.3452594964396081
Tim Hardaway Jr.,Denver Nuggets,1,9,2,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,40,3,1,542,0.5907021512216294
Norman Powell,Miami Heat,1,8,49,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),21,-180,117,1,529,0.3989374723163133
Jamal Murray,Denver Nuggets,1,8,36,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,22,8,0,516,0.6106472541223976
Davion Mitchell,Miami Heat,1,8,30,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-18,8,0,510,0.6207662629367791
Bam Adebayo,Miami Heat,1,8,23,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0,503,0.6313013271352289
Tim Hardaway Jr.,Denver Nuggets,1,8,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,222,121,0,498,0.3573725948711322
Tim Hardaway Jr.,Denver Nuggets,1,7,45,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16,-103,127,1,465,0.4501440178723299
Kel'el Ware,Miami Heat,1,7,33,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,2,7,1,453,0.6293934356597228
Nikola Jokić,Denver Nuggets,1,7,22,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),9,-94,6,1,442,0.5329068955773505
Norman Powell,Miami Heat,1,7,9,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-230,20,0,429,0.3799421416303178
Norman Powell,Miami Heat,1,7,5,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8,-48,67,1,425,0.5399833027013687
Tim Hardaway Jr.,Denver Nuggets,1,6,47,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,75,243,0,407,0.3480320551477723
Bam Adebayo,Miami Heat,1,6,38,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-54,251,0,398,0.34706639122390176
Jamal Murray,Denver Nuggets,1,6,27,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,1,1,387,0.61730563654953
Davion Mitchell,Miami Heat,1,6,2,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-206,147,0,362,0.350946724565936
Jamal Murray,Denver Nuggets,1,5,38,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-40,69,0,338,0.5479313456485987
Nikola Jokić,Denver Nuggets,1,5,28,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,-5,1,328,0.6261417690408323
Pelle Larsson,Miami Heat,1,5,16,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-156,223,1,316,0.32618884779835855
Jaime Jaquez Jr.,Miami Heat,1,4,49,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,10,1,289,0.613802970815378
Jamal Murray,Denver Nuggets,1,4,36,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,43,77,1,276,0.5347312771040597
Jaime Jaquez Jr.,Miami Heat,1,4,20,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,11,1,260,0.6127762927444155
Norman Powell,Miami Heat,1,3,55,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),12,118,41,1,235,0.49167510057824043
Bruce Brown,Denver Nuggets,1,3,36,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,228,21,1,216,0.3846567644405966
Dru Smith,Miami Heat,1,3,20,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-228,23,1,200,0.38298840641867243
Nikola Jokić,Denver Nuggets,1,3,3,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,34,47,0,183,0.5659451832375278
Norman Powell,Miami Heat,1,2,56,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,163,189,0,176,0.35402066017816086
Jamal Murray,Denver Nuggets,1,2,32,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),21,-89,201,0,152,0.38274913153944606
Nikola Jović,Miami Heat,1,2,25,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,-34,55,1,145,0.5532623679304427
Nikola Jović,Miami Heat,1,2,5,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,33,74,1,125,0.5298852642719545
Nikola Jokić,Denver Nuggets,1,1,49,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,82,247,0,109,0.32914858375137257
Nikola Jović,Miami Heat,1,1,38,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),27,-211,180,1,98,0.3218479462309564
Zeke Nnaji,Denver Nuggets,1,1,16,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,3,1,76,0.6073944544866167
Nikola Jović,Miami Heat,1,1,8,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,178,189,0,68,0.34083930417232805
Bruce Brown,Denver Nuggets,1,1,0,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,4,4,1,60,0.6173108473310841
Andrew Wiggins,Miami Heat,1,0,52,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,4,52,1,52,0.5613203941218765
Dru Smith,Miami Heat,1,0,24,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-229,20,1,24,0.37763981469250774
Nikola Jokić,Denver Nuggets,1,0,4,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,43,30,1,4,0.5610623980189425
Andrew Wiggins,Miami Heat,1,0,1,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),29,185,226,0,1,0.2989049899935244
Pelle Larsson,Miami Heat,2,11,46,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,2,0,706,0.6239762818872159
Pelle Larsson,Miami Heat,2,11,24,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-225,41,0,684,0.39396984093359244
Jamal Murray,Denver Nuggets,2,11,8,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),13,108,83,1,668,0.4891722575860686
