PLAYER_NAME,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_MADE_FLAG
Luke Kennard,Atlanta Hawks,3,2,28,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-105,242,0
Mouhamed Gueye,Atlanta Hawks,3,2,21,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,2,11,1
Tristan da Silva,Orlando Magic,3,1,59,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),10,29,101,1
Vít Krejčí,Atlanta Hawks,3,1,39,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,86,236,1
Dyson Daniels,Atlanta Hawks,3,1,2,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,9,14,1
Luke Kennard,Atlanta Hawks,3,0,39,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,16,14,1
Dyson Daniels,Atlanta Hawks,3,0,14,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,6,48,1
Luke Kennard,Atlanta Hawks,3,0,0,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,55,257,0
Franz Wagner,Orlando Magic,4,11,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,5,13,0
Wendell Carter Jr.,Orlando Magic,4,11,37,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Zaccharie Risacher,Atlanta Hawks,4,11,25,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-221,52,0
Jalen Suggs,Orlando Magic,4,10,54,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,27,55,0
Wendell Carter Jr.,Orlando Magic,4,10,52,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,108,230,0
Paolo Banchero,Orlando Magic,4,10,30,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,0,74,0
Paolo Banchero,Orlando Magic,4,10,8,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-172,196,0
Franz Wagner,Orlando Magic,4,9,52,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-7,15,1
Keaton Wallace,Atlanta Hawks,4,9,35,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,136,227,1
Jalen Suggs,Orlando Magic,4,9,26,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,203,136,1
Jalen Suggs,Orlando Magic,4,8,53,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,169,202,1
Wendell Carter Jr.,Orlando Magic,4,8,3,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,6,7,1
Onyeka Okongwu,Atlanta Hawks,4,7,43,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-224,27,1
Wendell Carter Jr.,Orlando Magic,4,7,20,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-228,106,1
Jalen Suggs,Orlando Magic,4,6,53,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,0,13,1
Tristan da Silva,Orlando Magic,4,6,49,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-15,20,0
Franz Wagner,Orlando Magic,4,6,46,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-18,41,1
Kristaps Porziņģis,Atlanta Hawks,4,5,34,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,4,62,0
Kristaps Porziņģis,Atlanta Hawks,4,4,30,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,20,24,0
Tristan da Silva,Orlando Magic,4,4,25,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,189,163,0
Tristan da Silva,Orlando Magic,4,3,44,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),10,97,34,1
Nickeil Alexander-Walker,Atlanta Hawks,4,3,29,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-152,210,1
Franz Wagner,Orlando Magic,4,3,7,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,0,33,0
Jalen Johnson,Atlanta Hawks,4,2,49,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,16,124,0
Franz Wagner,Orlando Magic,4,2,40,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-32,256,0
Dyson Daniels,Atlanta Hawks,4,2,15,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,5,77,1
Jett Howard,Orlando Magic,4,2,5,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,222,106,0
Jalen Johnson,Atlanta Hawks,4,1,49,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),17,-22,174,0
Dyson Daniels,Atlanta Hawks,4,1,38,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,45,20,1
Jett Howard,Orlando Magic,4,1,25,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-124,221,1
Noah Penda,Orlando Magic,4,0,58,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-15,41,0
Noah Penda,Orlando Magic,4,0,56,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Vít Krejčí,Atlanta Hawks,4,0,40,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,38,40,1
Noah Penda,Orlando Magic,4,0,28,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-2,57,1
Kelly Oubre Jr.,Philadelphia 76ers,1,11,28,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,11,1,1
Nikola Vučević,Chicago Bulls,1,11,8,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-137,222,0
Nikola Vučević,Chicago Bulls,1,10,57,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,-5,45,1
Tyrese Maxey,Philadelphia 76ers,1,10,45,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,60,243,1
Matas Buzelis,Chicago Bulls,1,10,28,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,232,3,0
Nikola Vučević,Chicago Bulls,1,10,23,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-7,6,1
Joel Embiid,Philadelphia 76ers,1,10,6,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),10,85,64,1
Nikola Vučević,Chicago Bulls,1,9,55,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-81,247,0
Tyrese Maxey,Philadelphia 76ers,1,9,40,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),23,229,29,1
Isaac Okoro,Chicago Bulls,1,9,23,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-225,-18,1
Joel Embiid,Philadelphia 76ers,1,9,1,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,83,239,0
VJ Edgecombe,Philadelphia 76ers,1,8,56,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,163,197,1
Kevin Huerter,Chicago Bulls,1,8,35,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),1,13,8,1
Kelly Oubre Jr.,Philadelphia 76ers,1,8,19,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,43,41,1
Nikola Vučević,Chicago Bulls,1,8,6,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-16,4,1
VJ Edgecombe,Philadelphia 76ers,1,7,47,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,30,45,0
Tyrese Maxey,Philadelphia 76ers,1,7,39,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,210,148,0
Isaac Okoro,Chicago Bulls,1,7,25,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,0,13,1
Joel Embiid,Philadelphia 76ers,1,7,10,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-88,249,1
Josh Giddey,Chicago Bulls,1,6,56,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8,-76,40,0
Joel Embiid,Philadelphia 76ers,1,6,42,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),14,62,126,0
Tyrese Maxey,Philadelphia 76ers,1,6,29,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-47,248,0
Kelly Oubre Jr.,Philadelphia 76ers,1,6,22,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24,196,151,1
Tyrese Maxey,Philadelphia 76ers,1,5,50,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-126,231,1
Quentin Grimes,Philadelphia 76ers,1,5,34,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,-4,1
Josh Giddey,Chicago Bulls,1,5,13,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,6,19,0
Isaac Okoro,Chicago Bulls,1,5,5,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-227,111,0
Josh Giddey,Chicago Bulls,1,5,2,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,54,250,1
Tyrese Maxey,Philadelphia 76ers,1,4,43,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,66,243,1
Josh Giddey,Chicago Bulls,1,4,26,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-9,74,1
Kevin Huerter,Chicago Bulls,1,4,8,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-15,11,0
Trendon Watford,Philadelphia 76ers,1,3,58,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-6,10,1
Adem Bona,Philadelphia 76ers,1,3,32,Running Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,4,1,1
Jalen Smith,Chicago Bulls,1,3,19,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-138,199,0
Trendon Watford,Philadelphia 76ers,1,3,12,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,9,7,1
Patrick Williams,Chicago Bulls,1,2,52,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-28,14,0
Jalen Smith,Chicago Bulls,1,2,36,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,4,8,1
VJ Edgecombe,Philadelphia 76ers,1,2,23,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-20,83,0
Quentin Grimes,Philadelphia 76ers,1,2,15,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,7,0,1
Jalen Smith,Chicago Bulls,1,1,57,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,-7,0
VJ Edgecombe,Philadelphia 76ers,1,1,50,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-150,207,1
Tre Jones,Chicago Bulls,1,1,28,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-18,68,0
Quentin Grimes,Philadelphia 76ers,1,1,20,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),15,-85,125,0
VJ Edgecombe,Philadelphia 76ers,1,0,50,Turnaround Fadeaway shot,2PT Field Goal,Restricted Area,Center(C),3,11,36,0
Adem Bona,Philadelphia 76ers,1,0,47,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,0
Josh Giddey,Chicago Bulls,1,0,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-29,19,1
Dalen Terry,Chicago Bulls,1,0,24,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,2,8,1
Quentin Grimes,Philadelphia 76ers,2,11,26,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),26,-77,257,0
Tyrese Maxey,Philadelphia 76ers,2,10,59,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),12,6,126,1
Jalen Smith,Chicago Bulls,2,10,33,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,223,41,1
Jared McCain,Philadelphia 76ers,2,10,17,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,230,12,0
Josh Giddey,Chicago Bulls,2,10,11,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,5,1
Tyrese Maxey,Philadelphia 76ers,2,10,3,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16,137,99,1
Josh Giddey,Chicago Bulls,2,9,40,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,-17,85,0
Quentin Grimes,Philadelphia 76ers,2,9,33,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-7,12,1
Jalen Smith,Chicago Bulls,2,9,24,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-108,229,1
Tyrese Maxey,Philadelphia 76ers,2,9,9,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),27,-76,267,1
Kevin Huerter,Chicago Bulls,2,8,57,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-17,1,0
Jared McCain,Philadelphia 76ers,2,8,43,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,1,79,0
Tre Jones,Chicago Bulls,2,8,24,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8,-82,5,0
Jalen Smith,Chicago Bulls,2,8,21,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-170,199,0
VJ Edgecombe,Philadelphia 76ers,2,8,4,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,-4,15,0
Matas Buzelis,Chicago Bulls,2,7,48,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-10,14,0
Quentin Grimes,Philadelphia 76ers,2,7,42,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-125,226,0
Nikola Vučević,Chicago Bulls,2,7,20,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),23,-207,117,0
Tre Jones,Chicago Bulls,2,7,13,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,14,1
Nikola Vučević,Chicago Bulls,2,6,33,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,-1,75,0
VJ Edgecombe,Philadelphia 76ers,2,6,11,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),13,137,5,0
Tyrese Maxey,Philadelphia 76ers,2,6,0,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,26,52,1
Matas Buzelis,Chicago Bulls,2,5,52,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-12,51,1
Jabari Walker,Philadelphia 76ers,2,5,31,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,13,2,1
Patrick Williams,Chicago Bulls,2,5,18,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),26,153,213,0
Josh Giddey,Chicago Bulls,2,5,16,Jump Shot,2PT Field Goal,Mid-Range,Center(C),21,33,211,0
Jabari Walker,Philadelphia 76ers,2,4,56,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,12,0
Jabari Walker,Philadelphia 76ers,2,4,53,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-18,12,0
Joel Embiid,Philadelphia 76ers,2,4,50,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Isaac Okoro,Chicago Bulls,2,4,33,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),23,228,58,1
Patrick Williams,Chicago Bulls,2,4,16,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-2,3,1
Isaac Okoro,Chicago Bulls,2,4,10,Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,13,1
Joel Embiid,Philadelphia 76ers,2,3,48,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-58,8,1
Nikola Vučević,Chicago Bulls,2,3,22,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-11,253,0
Joel Embiid,Philadelphia 76ers,2,3,10,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),18,119,142,1
Josh Giddey,Chicago Bulls,2,2,52,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,5,1
VJ Edgecombe,Philadelphia 76ers,2,2,39,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-5,29,0
Jared McCain,Philadelphia 76ers,2,2,31,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),29,-99,280,0
Joel Embiid,Philadelphia 76ers,2,2,19,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),17,178,18,0
Kevin Huerter,Chicago Bulls,2,2,11,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,188,197,1
Joel Embiid,Philadelphia 76ers,2,1,55,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-85,231,0
Nikola Vučević,Chicago Bulls,2,1,39,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-21,54,1
VJ Edgecombe,Philadelphia 76ers,2,1,25,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),4,43,4,1
Isaac Okoro,Chicago Bulls,2,1,15,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-228,-16,0
Joel Embiid,Philadelphia 76ers,2,1,5,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,9,4,1
Patrick Williams,Chicago Bulls,2,0,45,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-228,-10,0
Joel Embiid,Philadelphia 76ers,2,0,9,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),13,-1,130,0
Josh Giddey,Chicago Bulls,2,0,0,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,-36,250,0
Tre Jones,Chicago Bulls,3,11,47,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,20,7,0
Joel Embiid,Philadelphia 76ers,3,11,35,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),15,135,74,0
Kelly Oubre Jr.,Philadelphia 76ers,3,11,6,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,7,51,0
Matas Buzelis,Chicago Bulls,3,10,57,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,186,172,1
Tyrese Maxey,Philadelphia 76ers,3,10,38,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-4,52,1
Kelly Oubre Jr.,Philadelphia 76ers,3,10,19,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-158,194,1
Matas Buzelis,Chicago Bulls,3,10,6,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),0,-2,4,1
Joel Embiid,Philadelphia 76ers,3,9,48,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-125,222,0
Joel Embiid,Philadelphia 76ers,3,9,35,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),15,9,158,0
Matas Buzelis,Chicago Bulls,3,9,19,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),25,-112,230,0
Tyrese Maxey,Philadelphia 76ers,3,9,14,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),27,124,251,1
Tyrese Maxey,Philadelphia 76ers,3,8,40,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),9,45,85,0
Tre Jones,Chicago Bulls,3,8,34,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,10,1
Joel Embiid,Philadelphia 76ers,3,8,14,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16,-6,166,1
Isaac Okoro,Chicago Bulls,3,8,3,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,234,13,0
Kelly Oubre Jr.,Philadelphia 76ers,3,7,56,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-12,13,1
Kevin Huerter,Chicago Bulls,3,7,44,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,-15,17,0
VJ Edgecombe,Philadelphia 76ers,3,7,36,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),22,-223,-20,0
Kevin Huerter,Chicago Bulls,3,7,20,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-53,249,0
Joel Embiid,Philadelphia 76ers,3,7,0,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),25,33,251,0
Tyrese Maxey,Philadelphia 76ers,3,6,33,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,7,13,0
Josh Giddey,Chicago Bulls,3,6,29,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-152,195,1
Kelly Oubre Jr.,Philadelphia 76ers,3,6,0,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),11,-110,9,1
Matas Buzelis,Chicago Bulls,3,5,50,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-2,13,0
Josh Giddey,Chicago Bulls,3,5,35,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,4,7,1
Josh Giddey,Chicago Bulls,3,5,11,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,23,4,1
Josh Giddey,Chicago Bulls,3,4,41,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-20,253,0
Nikola Vučević,Chicago Bulls,3,4,37,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Tyrese Maxey,Philadelphia 76ers,3,4,17,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),25,-11,257,0
Kevin Huerter,Chicago Bulls,3,3,52,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,-9,0,1
Tyrese Maxey,Philadelphia 76ers,3,3,29,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),6,27,63,1
Kevin Huerter,Chicago Bulls,3,3,7,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-151,216,0
Patrick Williams,Chicago Bulls,3,3,4,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-9,7,0
Kelly Oubre Jr.,Philadelphia 76ers,3,3,0,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),25,156,197,0
Kevin Huerter,Chicago Bulls,3,2,46,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,31,43,0
Kevin Huerter,Chicago Bulls,3,2,25,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),26,-147,215,0
Tre Jones,Chicago Bulls,3,2,16,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,6,-3,1
Trendon Watford,Philadelphia 76ers,3,1,51,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),5,-54,5,0
Quentin Grimes,Philadelphia 76ers,3,1,30,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,25,22,0
Tre Jones,Chicago Bulls,3,1,19,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-13,0,0
Quentin Grimes,Philadelphia 76ers,3,1,13,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,-7,14,1
Kevin Huerter,Chicago Bulls,3,1,1,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,248,-16,1
Jared McCain,Philadelphia 76ers,3,0,42,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),11,-6,119,0
Tre Jones,Chicago Bulls,3,0,36,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,6,17,0
Kevin Huerter,Chicago Bulls,3,0,34,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),0,0,0,1
Tyrese Maxey,Philadelphia 76ers,3,0,10,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),14,136,57,0
Tyrese Maxey,Philadelphia 76ers,3,0,3,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),3,-9,37,1
VJ Edgecombe,Philadelphia 76ers,4,11,24,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,15,15,0
Quentin Grimes,Philadelphia 76ers,4,11,21,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,-1,0
Matas Buzelis,Chicago Bulls,4,11,14,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),23,-229,34,1
Kelly Oubre Jr.,Philadelphia 76ers,4,10,49,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),15,-110,110,0
Jalen Smith,Chicago Bulls,4,10,36,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24,246,-24,0
VJ Edgecombe,Philadelphia 76ers,4,10,21,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),7,22,67,1
Dalen Terry,Chicago Bulls,4,10,12,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),2,21,6,0
Kelly Oubre Jr.,Philadelphia 76ers,4,10,4,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),1,9,11,1
Jalen Smith,Chicago Bulls,4,9,49,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),22,225,-4,1
Quentin Grimes,Philadelphia 76ers,4,9,25,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),26,12,266,0
Tyrese Maxey,Philadelphia 76ers,4,9,3,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),12,-121,4,1
Josh Giddey,Chicago Bulls,4,8,11,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),3,-27,18,0
Isaac Okoro,Chicago Bulls,4,8,8,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),23,232,-10,1
Tyrese Maxey,Philadelphia 76ers,4,7,44,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),1,12,11,0
Kelly Oubre Jr.,Philadelphia 76ers,4,7,41,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24,-180,173,0
Josh Giddey,Chicago Bulls,4,7,28,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8,6,89,0
